Current,Volt,Power,Type
0.1395682,5.000196,0.697868355,0
0.1395688,5.00018,0.697869122,0
0.1395816,5.000202,0.697936195,0
0.1395944,5.000173,0.69799615,0
0.1395992,5.00019,0.698022524,0
0.1396035,5.000198,0.698045141,0
0.1395939,5.000195,0.697996721,0
0.1395799,5.000199,0.697927276,0
0.1395884,5.000219,0.69797257,0
0.1395923,5.000196,0.69798886,0
0.1395964,5.000199,0.69800978,0
0.1396122,5.0002,0.698088922,0
0.1395963,5.000195,0.698008721,0
0.1396068,5.000194,0.698061084,0
0.1395962,5.000203,0.698009338,0
0.1395932,5.000202,0.697994198,0
0.1395791,5.000202,0.697923695,0
0.139592,5.00019,0.697986522,0
0.1395963,5.000203,0.698009838,0
0.1396053,5.000198,0.698054142,0
0.1395902,5.000204,0.697979476,0
0.139598,5.000202,0.698018199,0
0.1395857,5.000195,0.697955719,0
0.1395868,5.000191,0.697960661,0
0.1395744,5.000196,0.697899357,0
0.1395852,5.000193,0.69795294,0
0.1395919,5.000189,0.697985883,0
0.1396044,5.000196,0.698049362,0
0.1396192,5.000219,0.698126577,0
0.139606,5.000198,0.698057642,0
0.1395923,5.000197,0.697989,0
0.1395847,5.000205,0.697952115,0
0.1395786,5.000204,0.697921474,0
0.1395924,5.000195,0.697989221,0
0.139602,5.000203,0.698038339,0
0.1396027,5.000219,0.698044073,0
0.1395986,5.000198,0.698020641,0
0.1395967,5.000187,0.698009605,0
0.1395899,5.000216,0.697979651,0
0.139575,5.000208,0.697904032,0
0.1395827,5.000204,0.697941975,0
0.1395987,5.000187,0.698019605,0
0.1396004,5.000194,0.698029082,0
0.1396082,5.000191,0.698067665,0
0.1396017,5.000207,0.698037398,0
0.1396042,5.000237,0.698054086,0
0.1395936,5.000201,0.697996058,0
0.1395935,5.000207,0.697996396,0
0.1395927,5.000214,0.697993373,0
0.1396082,5.000208,0.698070039,0
0.1396115,5.000207,0.6980864,0
0.1396113,5.000196,0.698083864,0
0.1395978,5.000223,0.69802013,0
0.1395921,5.000211,0.697989954,0
0.1395929,5.00021,0.697993815,0
0.1395917,5.000205,0.697987116,0
0.1395951,5.000193,0.698002442,0
0.1396004,5.000205,0.698030618,0
0.1396058,5.000206,0.698057759,0
0.1396125,5.000195,0.698089724,0
0.1395927,5.0002,0.697991419,0
0.1395874,5.000191,0.697963661,0
0.139583,5.000225,0.697946406,0
0.1395947,5.000185,0.697999325,0
0.1396042,5.000206,0.698049758,0
0.1395961,5.000206,0.698009257,0
0.1396048,5.000209,0.698053177,0
0.1396078,5.000224,0.698070272,0
0.1396079,5.000214,0.698069376,0
0.1395967,5.000206,0.698012257,0
0.1395987,5.000196,0.698020861,0
0.1396079,5.000213,0.698069236,0
0.1396108,5.000199,0.698081783,0
0.1396219,5.000216,0.698139658,0
0.1396257,5.000206,0.698157263,0
0.1396157,5.000201,0.698106563,0
0.1396179,5.000192,0.698116307,0
0.1396034,5.000193,0.698043943,0
0.1396143,5.000196,0.698098864,0
0.1396249,5.00022,0.698155217,0
0.1396249,5.000201,0.698152565,0
0.1396362,5.000202,0.698209207,0
0.1396315,5.000207,0.698186404,0
0.1396273,5.000197,0.698164007,0
0.139624,5.000216,0.698150159,0
0.1396139,5.000192,0.698096306,0
0.1396195,5.000209,0.69812668,0
0.1396292,5.000209,0.698175183,0
0.1396358,5.000224,0.698210278,0
0.1396352,5.000203,0.698204346,0
0.1396301,5.000205,0.698179124,0
0.1396269,5.00021,0.698163822,0
0.1396245,5.000206,0.698151263,0
0.1396258,5.000197,0.698156506,0
0.1396369,5.000224,0.698215779,0
0.1396376,5.000216,0.698218162,0
0.139642,5.000199,0.698237789,0
0.1396458,5.000206,0.698257767,0
0.1396363,5.000207,0.698210405,0
0.1396424,5.000195,0.69823923,0
0.1396304,5.000206,0.698180764,0
0.1396278,5.000214,0.69816888,0
0.1396362,5.000194,0.698208089,0
0.1396535,5.000218,0.698297944,0
0.1396466,5.000194,0.698260091,0
0.1396495,5.00021,0.698276826,0
0.1396462,5.000196,0.698258371,0
0.1396374,5.000202,0.698215207,0
0.1396231,5.000203,0.698143843,0
0.1396162,5.000217,0.698111297,0
0.1396291,5.000183,0.698171052,0
0.1396289,5.000197,0.698172007,0
0.1396374,5.000212,0.698216603,0
0.1396311,5.000195,0.698182728,0
0.1396272,5.000198,0.698163646,0
0.1396258,5.000203,0.698157344,0
0.1396277,5.000199,0.698166286,0
0.1396211,5.000202,0.698133703,0
0.1396348,5.000191,0.69820067,0
0.1396394,5.000209,0.698226185,0
0.1396406,5.000209,0.698232185,0
0.1396378,5.000199,0.698216788,0
0.139633,5.000203,0.698193345,0
0.1396368,5.000193,0.69821095,0
0.1396321,5.000214,0.698190381,0
0.1396318,5.000215,0.698189021,0
0.1396452,5.000185,0.698251834,0
0.1396423,5.000206,0.698240266,0
0.139657,5.000221,0.698315864,0
0.1396445,5.000186,0.698248474,0
0.1396475,5.000187,0.698263614,0
0.1396373,5.000205,0.698215126,0
0.1396323,5.000213,0.698191242,0
0.1396409,5.000207,0.698233406,0
0.1396404,5.000195,0.69822923,0
0.1396452,5.000179,0.698250996,0
0.1396623,5.000194,0.698338594,0
0.1396534,5.000216,0.698297165,0
0.1396391,5.000217,0.698225802,0
0.1396396,5.000202,0.698226207,0
0.1396449,5.000215,0.698254524,0
0.1396357,5.000211,0.698207963,0
0.1396492,5.000202,0.698274209,0
0.139645,5.000202,0.698253208,0
0.1396527,5.000215,0.698293525,0
0.1396506,5.000196,0.698280372,0
0.1396472,5.000205,0.698264628,0
0.1396416,5.000214,0.698237883,0
0.139647,5.000206,0.698263767,0
0.1396478,5.000193,0.698265952,0
0.1396587,5.00023,0.698325622,0
0.1396571,5.000202,0.698313711,0
0.1396589,5.000208,0.698323549,0
0.1396576,5.000209,0.698317188,0
0.1396492,5.000209,0.698275187,0
0.1396533,5.000193,0.698293453,0
0.1396518,5.000199,0.698286791,0
0.139655,5.000194,0.698302093,0
0.1396478,5.000205,0.698267628,0
0.1396451,5.000196,0.69825287,0
0.1396645,5.000209,0.69835169,0
0.1396499,5.000208,0.698278547,0
0.1396478,5.000199,0.69826679,0
0.1396408,5.000207,0.698232906,0
0.1396569,5.000213,0.698314247,0
0.1396476,5.000201,0.698266069,0
0.1396622,5.000216,0.698341167,0
0.1396632,5.000189,0.698342396,0
0.1396608,5.000197,0.698331513,0
0.1396654,5.000203,0.698355352,0
0.1396546,5.000204,0.69830149,0
0.1396539,5.000192,0.698296314,0
0.1396483,5.00021,0.698270826,0
0.1396682,5.000212,0.69837061,0
0.1396732,5.000208,0.698395052,0
0.1396761,5.000215,0.69841053,0
0.1396599,5.000204,0.698327991,0
0.1396683,5.000218,0.698371948,0
0.1396597,5.0002,0.698326432,0
0.1396572,5.000188,0.698312256,0
0.1396626,5.000216,0.698343167,0
0.139656,5.000201,0.698308071,0
0.1396739,5.00019,0.698396038,0
0.1396718,5.000197,0.698386515,0
0.1396745,5.000227,0.698404206,0
0.1396619,5.000187,0.698335617,0
0.1396554,5.000208,0.698306048,0
0.1396609,5.000213,0.698334248,0
0.1396616,5.000195,0.698335234,0
0.1396729,5.000213,0.69839425,0
0.1396799,5.000203,0.698427855,0
0.1396717,5.000192,0.698385317,0
0.1396734,5.000192,0.698393817,0
0.1396748,5.000177,0.698398722,0
0.1396666,5.000203,0.698361352,0
0.1396767,5.000211,0.698412972,0
0.1396753,5.000213,0.698406251,0
0.1396891,5.000201,0.698473578,0
0.1396946,5.000215,0.698503034,0
0.1396932,5.000202,0.698494218,0
0.1396894,5.000192,0.69847382,0
0.1396715,5.000206,0.698386272,0
0.1396735,5.000205,0.698396133,0
0.1396692,5.000205,0.698374632,0
0.1396867,5.000196,0.698460879,0
0.1396792,5.000195,0.698423237,0
0.139689,5.000197,0.698472519,0
0.1396835,5.000198,0.698445157,0
0.1396827,5.000181,0.698438783,0
0.1396781,5.000207,0.698419413,0
0.1396612,5.000204,0.698334491,0
0.139675,5.000191,0.698401678,0
0.1396691,5.000175,0.698369942,0
0.1396708,5.000187,0.698380118,0
0.139676,5.0002,0.698407935,0
0.1396824,5.000196,0.698439378,0
0.1396822,5.000205,0.698439635,0
0.1396689,5.000199,0.698372294,0
0.1396599,5.000219,0.698330086,0
0.13967,5.000196,0.698377375,0
0.1396698,5.000214,0.698378889,0
0.1396747,5.000191,0.698400178,0
0.1396865,5.00022,0.698463231,0
0.1396833,5.000201,0.698444576,0
0.1396782,5.00018,0.698416142,0
0.139682,5.000195,0.698437238,0
0.1396853,5.000204,0.698454996,0
0.1396776,5.000187,0.69841412,0
0.1396768,5.000196,0.698411377,0
0.139696,5.000197,0.69850752,0
0.1397016,5.000197,0.698535521,0
0.139686,5.000209,0.698459194,0
0.1396832,5.000196,0.698443378,0
0.1396904,5.000195,0.69847924,0
0.1396876,5.000207,0.698466915,0
0.1396871,5.000217,0.698465812,0
0.1396774,5.0002,0.698414935,0
0.139693,5.000188,0.698491262,0
0.1396917,5.000198,0.698486159,0
0.1396845,5.000196,0.698449878,0
0.1396922,5.00019,0.698487542,0
0.1396824,5.00018,0.698437143,0
0.1396839,5.000192,0.698446319,0
0.1396967,5.000207,0.698512417,0
0.1396856,5.000205,0.698456636,0
0.139694,5.000207,0.698498917,0
0.1396891,5.000189,0.698471901,0
0.1396724,5.0002,0.698389934,0
0.1396781,5.000191,0.698417179,0
0.1396637,5.000192,0.698345315,0
0.1396712,5.000228,0.698387845,0
0.1396894,5.000187,0.698473122,0
0.1396929,5.000233,0.698497048,0
0.1396901,5.000201,0.698478578,0
0.1396929,5.000196,0.69849188,0
0.1396931,5.000209,0.698494696,0
0.139692,5.000212,0.698489615,0
0.1396898,5.000202,0.698477217,0
0.1396817,5.000206,0.698437274,0
0.1396872,5.000196,0.698463379,0
0.1396984,5.000203,0.698520359,0
0.1397069,5.000216,0.698564677,0
0.1397022,5.000195,0.698538242,0
0.1396979,5.000204,0.698517998,0
0.1396987,5.000203,0.698521859,0
0.1396908,5.0002,0.698481938,0
0.1396873,5.000211,0.698465974,0
0.1396889,5.000198,0.698472158,0
0.1397111,5.000201,0.698583582,0
0.1397102,5.000189,0.698577405,0
0.1397102,5.000206,0.69857978,0
0.1397111,5.000209,0.6985847,0
0.1396982,5.00021,0.698520337,0
0.139705,5.000202,0.69855322,0
0.1396993,5.000212,0.698526116,0
0.1397087,5.000207,0.69857242,0
0.1397186,5.000211,0.698622481,0
0.1397168,5.000192,0.698610826,0
0.1397078,5.000208,0.698568059,0
0.1397099,5.000198,0.698577163,0
0.1396979,5.000205,0.698518138,0
0.1396941,5.000212,0.698500115,0
0.1396951,5.000191,0.698502182,0
0.1397135,5.000199,0.698595303,0
0.1397131,5.000203,0.698593862,0
0.1396921,5.000203,0.698488857,0
0.1396988,5.000203,0.698522359,0
0.1396881,5.000186,0.698466482,0
0.1396931,5.000251,0.698500563,0
0.1396994,5.0002,0.69852494,0
0.139702,5.000207,0.698538918,0
0.1397026,5.0002,0.698540941,0
0.1397155,5.000213,0.698607259,0
0.1397127,5.000207,0.698592421,0
0.1397045,5.000207,0.698551419,0
0.1397051,5.000207,0.698554419,0
0.1397056,5.000199,0.698555801,0
0.1397081,5.000198,0.698568162,0
0.1397023,5.000212,0.698541117,0
0.1397115,5.000205,0.698586141,0
0.1397179,5.000204,0.698618002,0
0.1397163,5.000212,0.69861112,0
0.1397082,5.000209,0.698570199,0
0.1397077,5.000214,0.698568397,0
0.1397076,5.000195,0.698565243,0
0.1397151,5.000203,0.698603862,0
0.1397195,5.000212,0.698627121,0
0.1397135,5.000218,0.698597958,0
0.1397148,5.000209,0.6986032,0
0.1397211,5.000202,0.698633724,0
0.1397119,5.000196,0.698586884,0
0.1397092,5.000203,0.698574361,0
0.1397033,5.000215,0.698546536,0
0.1397067,5.00021,0.698562838,0
0.1397115,5.000213,0.698587259,0
0.1397083,5.000222,0.698572515,0
0.1397171,5.000204,0.698614002,0
0.1397186,5.000208,0.698622061,0
0.1397172,5.000205,0.698614642,0
0.1397154,5.000217,0.698607318,0
0.1397092,5.000217,0.698576317,0
0.1397167,5.000202,0.698611723,0
0.139728,5.000219,0.6986706,0
0.1397224,5.000204,0.698640503,0
0.1397156,5.000203,0.698606362,0
0.1397163,5.000191,0.698608186,0
0.1397228,5.000223,0.698645158,0
0.1397163,5.000215,0.698611539,0
0.1397224,5.000207,0.698640923,0
0.1397184,5.000206,0.698620782,0
0.139728,5.000219,0.6986706,0
0.1397241,5.000216,0.69865068,0
0.139728,5.000201,0.698668085,0
0.1397288,5.000216,0.698674181,0
0.1397152,5.000225,0.698607436,0
0.1397156,5.000212,0.69860762,0
0.1397175,5.00021,0.698616841,0
0.1397092,5.00022,0.698576736,0
0.1397189,5.000209,0.698623701,0
